prb-tree,1,11
prb-tree,2,12
prb-tree,3,13
prb-tree,4,15
prb-tree,5,16
prb-tree,6,17
prb-tree,7,18
prb-tree,8,18
prb-tree,9,18
prb-tree,10,19
prb-tree,11,20
prb-tree,12,21
prb-tree,13,27
prb-tree,14,21
prb-tree,15,22
prb-tree,16,22
prb-tree,17,22
prb-tree,18,23
prb-tree,19,23
prb-tree,20,23
prb-tree,21,23
prb-tree,22,24
prb-tree,23,24
prb-tree,24,24
prb-tree,25,24
prb-tree,26,25
prb-tree,27,24
prb-tree,28,25
prb-tree,29,25
prb-tree,30,25
prb-tree,31,25
prb-tree,32,24
prb-tree,33,25
prb-tree,34,25
prb-tree,35,25
prb-tree,36,26
prb-tree,37,26
prb-tree,38,25
prb-tree,39,26
prb-tree,40,26
prb-tree,41,27
prb-tree,42,27
prb-tree,43,26
prb-tree,44,26
prb-tree,45,26
prb-tree,46,27
prb-tree,47,27
prb-tree,48,27
prb-tree,49,27
prb-tree,50,27
prb-tree,51,27
prb-tree,52,28
prb-tree,53,28
prb-tree,54,27
prb-tree,55,27
prb-tree,56,28
prb-tree,57,28
prb-tree,58,28
prb-tree,59,28
prb-tree,60,28
assoc,1,13
assoc,2,14
assoc,3,16
assoc,4,19
assoc,5,19
assoc,6,20
assoc,7,21
assoc,8,23
assoc,9,24
assoc,10,24
assoc,11,25
assoc,12,26
assoc,13,28
assoc,14,30
assoc,15,30
assoc,16,32
assoc,17,32
assoc,18,32
assoc,19,35
assoc,20,36
assoc,21,36
assoc,22,38
assoc,23,37
assoc,24,39
assoc,25,42
assoc,26,43
assoc,27,44
assoc,28,44
assoc,29,44
assoc,30,45
assoc,31,48
assoc,32,48
assoc,33,49
assoc,34,50
assoc,35,51
assoc,36,51
assoc,37,54
assoc,38,55
assoc,39,56
assoc,40,57
assoc,41,58
assoc,42,59
assoc,43,61
assoc,44,62
assoc,45,62
assoc,46,63
assoc,47,64
assoc,48,65
assoc,49,67
assoc,50,69
assoc,51,70
assoc,52,73
assoc,53,74
assoc,54,74
assoc,55,73
assoc,56,74
assoc,57,76
assoc,58,76
assoc,59,77
assoc,60,79
wt-tree,1,18
wt-tree,2,21
wt-tree,3,22
wt-tree,4,26
wt-tree,5,28
wt-tree,6,31
wt-tree,7,33
wt-tree,8,33
wt-tree,9,33
wt-tree,10,38
wt-tree,11,35
wt-tree,12,36
wt-tree,13,35
wt-tree,14,38
wt-tree,15,36
wt-tree,16,36
wt-tree,17,37
wt-tree,18,38
wt-tree,19,38
wt-tree,20,36
wt-tree,21,37
wt-tree,22,37
wt-tree,23,38
wt-tree,24,38
wt-tree,25,39
wt-tree,26,39
wt-tree,27,40
wt-tree,28,39
wt-tree,29,39
wt-tree,30,40
wt-tree,31,40
wt-tree,32,40
wt-tree,33,41
wt-tree,34,41
wt-tree,35,41
wt-tree,36,41
wt-tree,37,41
wt-tree,38,42
wt-tree,39,42
wt-tree,40,44
wt-tree,41,46
wt-tree,42,45
wt-tree,43,43
wt-tree,44,42
wt-tree,45,41
wt-tree,46,42
wt-tree,47,42
wt-tree,48,43
wt-tree,49,42
wt-tree,50,43
wt-tree,51,43
wt-tree,52,43
wt-tree,53,42
wt-tree,54,43
wt-tree,55,57
wt-tree,56,54
wt-tree,57,44
wt-tree,58,49
wt-tree,59,46
wt-tree,60,55
hamt,1,15
hamt,2,24
hamt,3,36
hamt,4,24
hamt,5,24
hamt,6,21
hamt,7,22
hamt,8,23
hamt,9,22
hamt,10,24
hamt,11,25
hamt,12,24
hamt,13,29
hamt,14,30
hamt,15,22
hamt,16,27
hamt,17,24
hamt,18,42
hamt,19,28
hamt,20,27
hamt,21,39
hamt,22,36
hamt,23,37
hamt,24,31
hamt,25,35
hamt,26,37
hamt,27,31
hamt,28,36
hamt,29,33
hamt,30,42
hamt,31,32
hamt,32,39
hamt,33,42
hamt,34,43
hamt,35,33
hamt,36,35
hamt,37,41
hamt,38,48
hamt,39,39
hamt,40,38
hamt,41,43
hamt,42,38
hamt,43,33
hamt,44,33
hamt,45,33
hamt,46,33
hamt,47,33
hamt,48,33
hamt,49,33
hamt,50,33
hamt,51,33
hamt,52,33
hamt,53,34
hamt,54,34
hamt,55,33
hamt,56,33
hamt,57,34
hamt,58,34
hamt,59,33
hamt,60,34
hash-table,1,15
hash-table,2,16
hash-table,3,15
hash-table,4,16
hash-table,5,15
hash-table,6,15
hash-table,7,16
hash-table,8,15
hash-table,9,14
hash-table,10,16
hash-table,11,16
hash-table,12,15
hash-table,13,15
hash-table,14,16
hash-table,15,16
hash-table,16,16
hash-table,17,16
hash-table,18,16
hash-table,19,15
hash-table,20,15
hash-table,21,15
hash-table,22,16
hash-table,23,15
hash-table,24,16
hash-table,25,16
hash-table,26,16
hash-table,27,16
hash-table,28,16
hash-table,29,16
hash-table,30,16
hash-table,31,23
hash-table,32,15
hash-table,33,27
hash-table,34,16
hash-table,35,27
hash-table,36,16
hash-table,37,16
hash-table,38,22
hash-table,39,16
hash-table,40,15
hash-table,41,15
hash-table,42,32
hash-table,43,15
hash-table,44,45
hash-table,45,15
hash-table,46,15
hash-table,47,15
hash-table,48,18
hash-table,49,24
hash-table,50,32
hash-table,51,47
hash-table,52,16
hash-table,53,16
hash-table,54,16
hash-table,55,16
hash-table,56,15
hash-table,57,15
hash-table,58,16
hash-table,59,15
hash-table,60,16
